SubID,Accurate,SetSize,Change
1,1,4,1
1,1,8,1
1,1,4,0
1,1,4,0
1,1,6,0
1,0,8,0
1,0,8,0
1,1,6,1
1,1,4,1
1,1,6,0
1,1,6,0
1,0,6,0
1,1,6,1
1,0,4,1
1,0,8,0
1,0,8,0
1,1,4,1
1,1,4,1
1,1,6,1
1,1,4,0
1,0,8,1
1,0,8,0
1,1,4,1
1,1,4,1
1,0,4,0
1,1,4,0
1,0,8,1
1,1,8,1
1,0,8,0
1,1,8,0
1,0,4,0
1,1,6,1
1,1,8,1
1,1,6,1
1,1,8,0
1,1,6,1
1,1,6,1
1,0,6,0
1,1,6,1
1,0,6,0
1,1,8,1
1,1,4,1
1,1,8,1
1,1,4,0
1,1,4,0
1,1,8,1
1,1,6,0
1,1,6,0
1,1,4,1
1,1,8,1
1,1,6,0
1,1,8,1
1,1,8,0
1,1,8,0
1,1,4,0
1,1,6,1
1,1,8,0
1,0,8,0
1,1,6,0
1,1,6,1
1,0,4,1
1,1,8,1
1,0,6,0
1,1,4,0
1,1,8,1
1,1,4,1
1,1,6,1
1,1,4,0
1,1,8,1
1,1,4,1
1,0,6,0
1,1,6,0
1,1,8,1
1,1,6,0
1,1,4,0
1,1,4,0
1,1,6,1
1,1,6,1
1,1,8,1
1,1,4,1
1,1,4,0
1,1,4,1
1,0,8,0
1,1,6,1
1,1,4,1
1,1,4,0
1,0,8,0
1,1,4,1
1,1,4,0
1,1,6,1
1,1,6,0
1,0,6,0
1,0,8,0
1,1,8,1
1,0,8,0
1,1,6,1
1,1,6,1
1,1,8,1
1,0,4,1
1,1,4,0
1,0,8,0
1,1,4,1
1,1,4,1
1,0,8,0
1,1,6,1
1,1,8,1
1,1,8,0
1,1,6,1
1,1,4,0
1,1,4,0
1,1,6,0
1,1,4,0
1,1,8,0
1,1,4,1
1,1,6,1
1,1,6,0
1,1,6,1
1,1,8,1
1,1,6,0
1,1,4,0
1,1,8,1
1,1,8,1
1,0,8,0
1,0,8,0
1,1,6,0
1,1,6,0
1,1,4,1
1,1,8,1
1,0,4,0
1,1,6,1
1,1,4,1
1,1,8,1
1,1,4,1
1,0,8,0
1,1,4,1
1,0,6,0
1,1,6,1
1,1,6,0
1,1,4,0
1,0,8,0
1,0,6,0
1,1,8,1
1,1,6,1
1,1,4,0
1,0,8,0
1,1,6,1
1,0,6,1
1,1,6,0
1,1,8,1
1,1,4,0
1,1,8,1
1,1,4,1
1,1,8,1
1,1,6,0
1,1,4,1
1,0,8,0
1,1,8,0
1,1,4,0
1,0,6,1
1,1,4,0
1,1,6,0
1,1,8,1
1,1,8,1
1,1,6,1
1,1,4,0
