id,age,block_num,absent,high_prob,lp_1,lp_2,lp_3,low_prob,difference,hp_norm,lp_norm,diff_norm
112,adult,1,1021.03014,972.1773029,1092.122137,1005.134106,1291.033745,1129.429996,157.2526932,1.034565756,1.201909975,-0.167344219
112,adult,2,1068.62723,1030.219388,1191.658735,1003.930986,1076.738239,1090.775987,60.5565987,1.096332631,1.160775385,-0.064442755
112,adult,3,908.1787507,1122.823477,981.268704,872.2568155,738.0731105,863.86621,-258.9572668,1.19487949,0.919303913,0.275575576
112,adult,4,810.5531931,834.4758869,954.3408155,1206.875145,845.3511,1002.18902,167.7131334,0.888027497,1.066503444,-0.178475947
112,adult,5,816.4387146,754.0925384,1070.545971,836.9675873,792.1972275,899.9035953,145.8110569,0.802485632,0.95765396,-0.155168328
112,adult,6,873.6627818,931.7882062,897.589862,722.3470808,732.9410315,784.2926581,-147.4955481,0.991584732,0.834623812,0.156960919
113,adult,1,1034.440414,980.1088931,1316.8692,1019.319415,1170.519233,1168.902616,188.7937228,1.144896075,1.36543197,-0.220535895
113,adult,2,769.6352084,976.7344476,957.8803778,920.1750755,789.8288965,889.2947833,-87.43966435,1.140954279,1.038813252,0.102141027
113,adult,3,716.6012923,887.66855,1034.627616,942.9963825,830.9524055,936.1921348,48.52358475,1.036913598,1.093595526,-0.056681928
113,adult,4,758.9926402,852.8190136,1143.777728,728.2645105,690.7343865,854.258875,1.4398614,0.996204757,0.997886704,-0.001681947
113,adult,5,681.0159206,708.4341526,986.536026,812.1255638,785.077691,861.2464269,152.8122744,0.827544252,1.006049084,-0.178504832
113,adult,6,734.0128899,749.3039965,933.6087703,922.424674,692.637563,849.5570024,100.2530059,0.875285604,0.992394299,-0.117108695
114,adult,1,1008.089074,995.518446,1292.231871,1103.989045,1560.659766,1318.960227,323.4417811,0.906279794,1.20072813,-0.294448337
114,adult,2,950.5055507,2186.709643,1336.06948,913.452069,888.226271,1045.91594,-1140.793702,1.990692158,0.952159637,1.038532521
114,adult,3,867.2655821,796.698928,1000.032269,1344.40732,1334.887982,1226.442524,429.7435956,0.725282533,1.116503749,-0.391221216
114,adult,4,1017.671768,1294.309139,1023.823469,1184.261322,1440.849185,1216.311325,-77.99781391,1.178286775,1.107280715,0.07100606
114,adult,5,819.8950291,1302.327037,851.7243239,1717.915058,792.0075655,1120.548983,-181.7780544,1.185585946,1.020102545,0.1654834
114,adult,6,762.7708912,683.765769,810.5841097,1606.156746,1059.339762,1158.693539,474.9277702,0.622472745,1.054827809,-0.432355064
115,adult,1,1445.817391,1572.541078,2415.602287,1728.709281,1638.187766,1927.499778,354.9587,1.404591288,1.721639857,-0.317048569
115,adult,2,1043.911648,1096.615371,1699.466864,1216.515899,1488.861561,1468.281441,371.6660701,0.979495174,1.31146674,-0.331971566
115,adult,3,827.2954384,1160.578376,1117.226203,1285.750806,966.397047,1123.124685,-37.45369027,1.036626832,1.003173253,0.033453579
115,adult,4,745.4144637,830.3293613,895.8345257,1234.614909,963.170171,1031.206535,200.8771738,0.741648917,0.921072102,-0.179423185
115,adult,5,872.233963,1065.482685,971.720616,1217.65101,1227.270603,1138.880743,73.39805826,0.951687506,1.01724654,-0.065559034
115,adult,6,803.86885,975.3541607,1140.843868,1002.716839,928.0217885,1023.860832,48.50667136,0.871184846,0.914510931,-0.043326085
116,adult,1,1060.516246,1074.81441,1222.536484,1125.456452,1014.73999,1120.910976,46.0965651,1.330606144,1.387673087,-0.057066943
